"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ILXBNVKS","webpage","2005","New percutaneous techniques of histological diagnosis of non palpable lesions suspected of breast cancer; 2020; OSTEBA (ES)","Nuevas técnicas percutáneas de diagnóstico histológico de lesiones no palpables sospechosas de cáncer de mama (Informe nº: Osteba D-05-02)","","","","","Spain","","2005","2026-01-08 02:49:49","2026-01-08 02:49:49","","","","","","","","","","","","","","","Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JFSE2TU9","webpage","2005","2020; JBI (AU)","Nurse-led cardiac clinics for adults with Coronary Heart Disease (Best Practice 9(1))","","","","","Australia","","2005","2026-01-08 02:49:50","2026-01-08 02:49:50","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHWXJ3QJ","webpage","2010","2020; JBI (AU)","Nurse-led clinics to reduce modifiable cardiac risk factors in adults (Best Practice 14(2))","","","","","Australia","","2010","2026-01-08 02:49:50","2026-01-08 02:49:50","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N82JLVAS","webpage","2009","2020; JBI (AU)","Nurse-led interventions to reduce cardiac risk factors in adults (Best Practice 13(5))","","","","","Australia","","2009","2026-01-08 02:49:51","2026-01-08 02:49:51","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKJECMHN","webpage","2005","2020; RNAO (CA)","Nursing Care of Dyspnea:The 6th Vital Sign in Individuals with Chronic Obstructive Pulmonary Disease","","","","","","","2005","2026-01-08 02:49:51","2026-01-08 02:49:51","","","","","","","","","","","","","","","English,Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEAXB6NP","webpage","2012","Mirte Tilma (m.tilma@iknl.nl); 2020; IKNL (NL)","Nutrition and dietary therapy for lungcancer (english version). National nutrition consensus guideline","","","","","Netherlands","","2012","2026-01-08 02:49:52","2026-01-08 02:49:52","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UL8EPTJ3","webpage","2012","Mirte Tilma (m.tilma@iknl.nl); Nutrition in patients with gastric cancer; 2020; IKNL (NL)","Nutrition in patients with gastric cancer. National consensus-based guideline","","","","","Netherlands","","2012","2026-01-08 02:49:53","2026-01-08 02:49:53","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTKK4STB","webpage","2006","2020; NICE (UK)","Nutrition support for adults: oral nutrition support, enteral tube feeding and parenteral nutrition (CG32)","","","","","United Kingdom","","2006","2026-01-08 02:49:54","2026-01-08 02:49:54","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZT5QDXJ","webpage","","Ina Kopp (imwi@awmf.org); Use of the heart rate and heart rate variability in occupational medicine and occupational science","Nutzung der Herzschlagfrequenz und der Herzratenvariabilität in der Arbeitsmedizin und Arbeitswissenschaft. S2k-LL (DGAUM)","","","","","","","","2026-01-08 02:49:54","2026-01-08 02:49:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHJCZKGI","webpage","","A. Straube, University of Munich, Munich, Germany (tel.: 00498970953901; fax: 004970953677; e-mail: astraube@nefo.med.uni-muenchen.de); 3","Nystagmus and oscillopsia","","","","","Europe","","","2026-01-08 02:49:56","2026-01-08 02:49:56","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPVYEPKR","webpage","","Ina Kopp (imwi@awmf.org); humeral head fracture; 2022; AWMF (DE)","Oberarmkopffraktur. S2e-LL (DGOU)","","","","","Germany","","","2026-01-08 02:49:57","2026-01-08 02:49:57","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5I5DBCT","webpage","","Ina Kopp (imwi@awmf.org); Surface Electromyography in Occupational Medicine, Occupational Physiology and Ergonomics","Oberflächen-Elektromyographie in der Arbeitsmedizin, Arbeitsphysiologie und Arbeitswissenschaft. S2k-LL (DGAUM)","","","","","","","","2026-01-08 02:49:58","2026-01-08 02:49:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z53GGC4M","webpage","2025","Jolanda Wittenberg (j.wittenberg@nhg.org); Obesity (NL: Obesitas); 2020; NHG (NL)","Obesitas (M95)","","","","","Netherlands","","2025","2026-01-08 02:49:59","2026-01-08 02:49:59","","","","","","","","","","","","","","","Dutch,English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6A3WIVT3","webpage","2012","2020; NICE (UK)","Obesity - working with local communities (PH42)","","","","","United Kingdom","","2012","2026-01-08 02:49:59","2026-01-08 02:49:59","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4TYQEI9","webpage","2006","2020; NICE (UK)","Obesity Prevention (CG43)","","","","","United Kingdom","","2006","2026-01-08 02:50:00","2026-01-08 02:50:00","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YHMM8W9V","webpage","2014","2020; NICE (UK)","Obesity: identification, assessment and management (CG189)","","","","","United Kingdom","","2014","2026-01-08 02:50:01","2026-01-08 02:50:01","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7U3TRFJ","webpage","2005","2020; NICE (UK)","Obsessive-compulsive disorder and body dysmorphic disorder: treatment (CG31)","","","","","United Kingdom","","2005","2026-01-08 02:50:01","2026-01-08 02:50:01","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42QRP249","webpage","2010","Jolanda Wittenberg (j.wittenberg@nhg.org); Constipation (NL: Obstipatie); 2020; NHG (NL)","Obstipatie (M94)","","","","","Netherlands","","2010","2026-01-08 02:50:02","2026-01-08 02:50:02","","","","","","","","","","","","","","","Dutch,English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42CSI5AW","webpage","2009","Constipation; 2020; IKNL (NL)","Obstipatie. National consensus-based guideline","","","","","Netherlands","","2009","2026-01-08 02:50:02","2026-01-08 02:50:02","","","","","","","","","","","","","","","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y3IRN62K","webpage","2021","2021; NICE (UK)","Obstructive sleep apnoea/hypopnoea syndrome and obesity hypoventilation syndrome in over 16s (NG202)","","","","","United Kingdom","","2021","2026-01-08 02:50:03","2026-01-08 02:50:03","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RYYX8UHJ","webpage","","Ina Kopp (imwi@awmf.org); Obstructive sleep apnea during tonsil surgery with or without adenotomy in children - perioperative management; 2024; AWMF (DE)","Obstruktive Schlafapnoe im Rahmen von Tonsillenchirurgie mit oder ohne Adenotomie bei Kindern – perioperatives Management. S2k-LL (DGAI)","","","","","Germany","","","2026-01-08 02:50:04","2026-01-08 02:50:04","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ZAX3U3W","webpage","2020","Ina Kopp (imwi@awmf.org); Obstructive Sialadenitis; 04/11/2029; 2020; AWMF (DE)","Obstruktive Sialadenitis. S2k-LL (DGHNO)","","","","","Germany","","2020","2026-01-08 02:50:04","2026-01-08 02:50:04","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F39HGNS7","webpage","2023","Leen Bouckaert (leenbouckaert@hotmail.com) - SqaQel; De Coninck L., Bouckaert L., Cordyn S., De Schutter F., Gielen E., Guisset ME., Kos D., Ledoux A., Aertgeerts B.; Occupational therapy to maintain functional performance and social participation of the physically frail older adults living at home; 2023; Working Group Development of Primary Care Guidelines (WOREL)","Occupational therapy to maintain functional performance and social participation of the physically frail older adults living at home","","","","","Belgium","","2023","2026-01-08 02:50:05","2026-01-08 02:50:05","","","","","","","","","","","","","","","Dutch,French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTGEIYJB","webpage","2017","Ina Kopp (imwi@awmf.org); Odontogenic infections; 31/01/2026; 2020; AWMF (DE)","Odontogene Infektionen. S3-LL (DGMKG)","","","","","Germany","","2017","2026-01-08 02:50:06","2026-01-08 02:50:06","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9WRIN5K","webpage","2019","Ina Kopp (kopp@awmf.org); Odontogenic maxillary sinusitis; 2004-06-24; 2020; AWMF (DE)","Odontogene Sinusitis maxillaris. S2k-LL (DGMKG)","","","","","Germany","","2019","2026-01-08 02:50:06","2026-01-08 02:50:06","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43A3DJA7","webpage","2015","Mirte Tilma (m.tilma@iknl.nl); esophageal cancer; 2020; IKNL (NL)","Oesofaguscarcinoom","","","","","Netherlands","","2015","2026-01-08 02:50:07","2026-01-08 02:50:07","","","","","","","","","","","","","","","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERATICE9","webpage","2012","Mirte Tilma (m.tilma@iknl.nl); Esophagus cancer nutrition; 2020; IKNL (NL)","Oesophageal cancer. National consensus-based nutrition guideline","","","","","Netherlands","","2012","2026-01-08 02:50:08","2026-01-08 02:50:08","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LD33IHY","webpage","2018","2020; NICE (UK)","Oesophago-gastric cancer: assessment and management in adults (NG83)","","","","","United Kingdom","","2018","2026-01-08 02:50:08","2026-01-08 02:50:08","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2HBBXMI","webpage","2010","Esophagus cancer; 2020; IKNL (NL)","Oesophaguscarcinoom. National evidence-based guideline","","","","","Netherlands","","2010","2026-01-08 02:50:09","2026-01-08 02:50:09","","","","","","","","","","","","","","","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYIAPJYD","webpage","0000","Ina Kopp (imwi@awmf.org); Earache; 2020; AWMF (DE)","Ohrenschmerzen. S3-LL (DEGAM)","","","","","Germany","","0000","2026-01-08 02:50:09","2026-01-08 02:50:09","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VJB4YM6","webpage","","Ina Kopp (imwi@awmf.org); Occlusion splints for the treatment of craniomandibular dysfunction and for preprosthetic therapy; 2022; AWMF (DE)","Okklusionsschienen zur Behandlung craniomandibulärer Dysfunktionen und zur präprothetischen Therapie. S2k-LL (DGZMK)","","","","","Germany","","","2026-01-08 02:50:10","2026-01-08 02:50:10","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SP322XSX","webpage","2015","2020; NICE (UK)","Older people with social care needs and multiple long-term conditions (NG22)","","","","","United Kingdom","","2015","2026-01-08 02:50:11","2026-01-08 02:50:11","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXR2YSFN","webpage","2015","2020; NICE (UK)","Older people: independence and mental wellbeing (NG32)","","","","","United Kingdom","","2015","2026-01-08 02:50:12","2026-01-08 02:50:12","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4D3CIWPC","webpage","2022","Raija Sipilä (raija.sipila@duodecim.fi); The Tendon Disorders of the Shoulder; 2020; CC (FI)","Olkapään jännevaivat","","","","","Finland","","2022","2026-01-08 02:50:12","2026-01-08 02:50:12","","","","","","","","","","","","","","","Finnish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUH46X25","webpage","2015","Sabine Stordeur (sabine.stordeur@kce.fgov.be); 2020; KCE (BE)","Oncogenetic testing and follow-up for women with familial breast/ovarian cancer, Li Fraumeni syndrome and Cowden syndrome","","","","","Belgium","","2015","2026-01-08 02:50:13","2026-01-08 02:50:13","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5YXEFCD6","webpage","2014","2020; KCE (BE)","Oncogenetic testing for Lynch syndrome and familial adenomatous polyposis","","","","","Belgium","","2014","2026-01-08 02:50:14","2026-01-08 02:50:14","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPSFBY4F","webpage","2015","2020; KCE (BE)","Oncogenetic testing for persons with hereditary endocrine cancer syndromes","","","","","Belgium","","2015","2026-01-08 02:50:15","2026-01-08 02:50:15","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLZUFKLN","webpage","2015","2020; KCE (BE)","Oncogenetic testing, diagnosis and follow-up in Birt-Hogg-Dubé syndrome, familial atypical multiple mole melanoma syndrome and neurofibromatosis 1 and 2","","","","","Belgium","","2015","2026-01-08 02:50:15","2026-01-08 02:50:15","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQ9QAT6K","webpage","2011","Oncological Rehabilitation; 2020; IKNL (NL)","Oncologische Revalidatie. National evidence-based guidline","","","","","Netherlands","","2011","2026-01-08 02:50:16","2026-01-08 02:50:16","","","","","","","","","","","","","","","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZR5UY3ZC","webpage","2010","Ulcers; 2020; IKNL (NL)","Oncologische ulcera. National consensus-based guideline","","","","","Netherlands","","2010","2026-01-08 02:50:24","2026-01-08 02:50:24","","","","","","","","","","","","","","","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NKLQZR3D","webpage","2007","Lisa Moloney (lmoloney@eatright.org); 2020; Academy of Nutrition and Dietetics","Oncology (ONC). Evidence-based Nutrition Practice Guideline","","","","","United States","","2007","2026-01-08 02:50:25","2026-01-08 02:50:25","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VENUBLTW","webpage","2012","malnutrition / undernourishment in cancer patients; 2020; IKNL (NL)","Ondervoeding bij patienten met kanker","","","","","Netherlands","","2012","2026-01-08 02:50:25","2026-01-08 02:50:25","","","","","","","","","","","","","","","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WAF3MLJ2","webpage","","Mira Palonen (mira.palonen@hotus.fi); Succeed in laboratory testing – A guideline on selecting laboratory specimen, patient identification and education","Onnistu laboratorionäytteissä – suositus tutkimusten valinnasta, potilaan tunnistamisesta ja ohjaamisesta","","","","","Finland","","","2026-01-08 02:50:26","2026-01-08 02:50:26","","","","","","","","","","","","","","","Finnish,Swedish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYVUUHRK","webpage","","Ina Kopp (imwi@awmf.org); Surgical treatment of distal, middle and proximal hypospadias","Operative Behandlung der distalen, mittleren und proximalen Hypospadie. S2k-LL (DGKCH, DGU)","","","","","","","","2026-01-08 02:50:27","2026-01-08 02:50:27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3H9DNJEY","webpage","2019","Ina Kopp (imwi@awmf.org); Wisdom tooth removal; 31/107/2027; 2020; AWMF (DE)","Operative Entfernung von Weisheitszähnen. S2k-LL (DGMKG)","","","","","Germany","","2019","2026-01-08 02:50:28","2026-01-08 02:50:28","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6W3SYNQX","webpage","","Ina Kopp (imwi@awmf.org); Surgical therapy of benign thyroid diseases","Operative Therapie benigner Schilddrüsenerkrankungen. S2k-LL (DGCH)","","","","","","","","2026-01-08 02:50:29","2026-01-08 02:50:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85WBCEKR","webpage","","Ina Kopp (imwi@awmf.org); Surgical therapy of primary and renal hyperparathyroidism; 21/12/2025; 2020; AWMF (DE)","Operative Therapie des primären und renalen Hyperparathyreoidismus. S2k-LL (DGAV)","","","","","Germany","","","2026-01-08 02:50:30","2026-01-08 02:50:30","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SW9VP675","webpage","2018","Ina Kopp (imwi@awmf.org); Operative therapy of adrenal tumors; 30/06/2026; 2020; AWMF (DE)","Operative Therapie von Nebennierentumoren. S2k-LL (DGAV)","","","","","Germany","","2018","2026-01-08 02:50:31","2026-01-08 02:50:31","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IV5EQP6L","webpage","","Ina Kopp (imwi@awmf.org); Opioid-related disorders","Opioidbezogene Störungen. S3-LL (DG-Sucht)","","","","","","","","2026-01-08 02:50:32","2026-01-08 02:50:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6L4SUFG8","webpage","2014","Cindy Walker-Dilks (pebconc@mcmaster.ca); 2020; McMaster University (CA)","Optimal Systemic Therapy for Early Female Breast Cancer","","","","","Canada","","2014","2026-01-08 02:50:33","2026-01-08 02:50:33","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9YZELIA","webpage","2024","Moray Nairn (moray.nairn@nhs.scot); 27/03/2027; 2024; SIGN (GB)","Optimising glycaemic control in people with type 1 diabetes (SIGN CPG 170)","","","","","United Kingdom","","2024","2026-01-08 02:50:33","2026-01-08 02:50:33","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPP8AN6B","webpage","2014","Cindy Walker-Dilks (pebconc@mcmaster.ca); 2020; McMaster University (CA)","Optimization of Preoperative Assessment in Patients Diagnosed With Rectal Cancer","","","","","Canada","","2014","2026-01-08 02:50:33","2026-01-08 02:50:33","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SK35VY4D","webpage","2016","Cindy Walker-Dilks (pebconc@mcmaster.ca); 2020; McMaster University (CA)","Optimization of Surgical and Pathological Quality Performance in Radical Surgery for Colon and Rectal Cancer: Margins and Lymph Nodes","","","","","Canada","","2016","2026-01-08 02:50:34","2026-01-08 02:50:34","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLCSSCFJ","webpage","2020","guidelines@asco.org; 2020; ASCO (US)","Optimum Imaging Strategies for Advanced Prostate Cancer: ASCO Guideline","","","","","United States","","2020","2026-01-08 02:50:34","2026-01-08 02:50:34","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VGY4T98G","webpage","","Agency for Care Effectiveness; NA","Oral anticoagulation for atrial fibrillation","","","","","","","","2026-01-08 02:50:34","2026-01-08 02:50:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFT9W6SU","webpage","2014","Roos Leroy (roos.leroy@kce.fgov.be); 2020; KCE (BE)","Oral cavity cancer: diagnosis, treatment and follow-up","","","","","Belgium","","2014","2026-01-08 02:50:35","2026-01-08 02:50:35","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7L3VH2I","webpage","2016","2020; NICE (UK)","Oral health for adults in care homes (NG48)","","","","","United Kingdom","","2016","2026-01-08 02:50:35","2026-01-08 02:50:35","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67TFRCZW","webpage","2015","2020; NICE (UK)","Oral health promotion: general dental practice (NG30)","","","","","United Kingdom","","2015","2026-01-08 02:50:36","2026-01-08 02:50:36","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GP9K9R3T","webpage","2014","2020; NICE (UK)","Oral health: local authorities and partners (PH55)","","","","","United Kingdom","","2014","2026-01-08 02:50:36","2026-01-08 02:50:36","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKB9BY5K","webpage","2020","Grace Suva (gsuva@rnao.org); 2020; RNAO (CA)","Oral Health: Supporting Adults Who Require Assistance, Second Edition","","","","","","","2020","2026-01-08 02:50:36","2026-01-08 02:50:36","","","","","","","","","","","","","","","English,Italian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQZMMFYK","webpage","2004","2020; JBI (AU)","Oral hygiene care for adults with dementia in residential aged care facilities (Best Practice 8(4))","","","","","Australia","","2004","2026-01-08 02:50:37","2026-01-08 02:50:37","","","","","","","","","","","","","","","English,Italian,Spanish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPPR7G8C","webpage","2010","2020; JBI (AU)","Oral liquid nutritional supplements for people with dementia in residential aged care facilities (Best Practice 14(3))","","","","","Australia","","2010","2026-01-08 02:50:37","2026-01-08 02:50:37","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCUG7B27","webpage","2017","Amir Qaseem (aqaseem@acponline.org); ACP (US)","Oral Pharmacologic Treatment of Type 2 Diabetes Mellitus: A Clinical Practice Guideline Update from the American College of Physicians","","","","","United States","","2017","2026-01-08 02:50:37","2026-01-08 02:50:37","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75TTVL56","webpage","2015","Mirte Tilma (m.tilma@iknl.nl); oral mucositis; 2020; IKNL (NL)","Orale mucositis. National evidence-based guideline","","","","","Netherlands","","2015","2026-01-08 02:50:38","2026-01-08 02:50:38","","","","","","","","","","","","","","","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BBPDZVNK","webpage","2011","2020; NICE (UK)","Organ donation for transplantation: improving donor identification and consent rates for deceased organ donation (CG135)","","","","","United Kingdom","","2011","2026-01-08 02:50:38","2026-01-08 02:50:38","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVPERCR2","webpage","2013","Cindy Walker-Dilks (pebconc@mcmaster.ca); 2020; McMaster University (CA)","Organizational Guideline for Gynecologic Oncology Services in Ontario","","","","","Canada","","2013","2026-01-08 02:50:39","2026-01-08 02:50:39","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54CYSND6","webpage","","Ina Kopp (imwi@awmf.org); Oropharyngeal dysphagia secondary to head and neck cancer - diagnosis and therapy","Oropharyngeale Dysphagie infolge einer Kopf-Hals-Tumor-Erkrankung – Diagnostik und Therapie. S3-LL (DGPP)","","","","","","","","2026-01-08 02:50:39","2026-01-08 02:50:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UU5KE5Q","webpage","2012","2020; HTA DoH (MY)","Orthodontic Management of Developmentally Missing Incisors","","","","","Malaysia","","2012","2026-01-08 02:50:40","2026-01-08 02:50:40","","","","","","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
